673;Make staticImport a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHImportDeclaration.java;BSHImportDeclaration.java;40;10;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHImportDeclaration.java;BSHImportDeclaration.java;N;2;MINOR;
673;Make superImport a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHImportDeclaration.java;BSHImportDeclaration.java;41;10;MAJOR;
727;Either log or rethrow this exception.;jedit-4.2/src/bsh/BSHImportDeclaration.java;BSHImportDeclaration.java;52;10;MAJOR;
819;Move this closing curly brace to the next line.;jedit-4.2/src/bsh/BSHImportDeclaration.java;BSHImportDeclaration.java;43;1;MAJOR;
649;"Introduce a new variable instead of reusing the parameter ""ch"".";jedit-4.2/src/bsh/BSHLiteral.java;BSHLiteral.java;65;5;MAJOR;
648;Refactor the code in order to not assign to this loop counter from within the loop body.;jedit-4.2/src/bsh/BSHLiteral.java;BSHLiteral.java;128;30;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHLiteral.java;BSHLiteral.java;N;2;MINOR;
804;"Replace the synchronized class ""StringBuffer"" by an unsynchronized one such as ""StringBuilder"".";jedit-4.2/src/bsh/BSHLiteral.java;BSHLiteral.java;105;20;MAJOR;
782;Add a default case to this switch.;jedit-4.2/src/bsh/BSHLiteral.java;BSHLiteral.java;54;60;MAJOR;
649;"Introduce a new variable instead of reusing the parameter ""ch"".";jedit-4.2/src/bsh/BSHLiteral.java;BSHLiteral.java;57;5;MAJOR;
649;"Introduce a new variable instead of reusing the parameter ""ch"".";jedit-4.2/src/bsh/BSHLiteral.java;BSHLiteral.java;69;5;MAJOR;
649;"Introduce a new variable instead of reusing the parameter ""ch"".";jedit-4.2/src/bsh/BSHLiteral.java;BSHLiteral.java;61;5;MAJOR;
648;Refactor the code in order to not assign to this loop counter from within the loop body.;jedit-4.2/src/bsh/BSHLiteral.java;BSHLiteral.java;112;30;MAJOR;
649;"Introduce a new variable instead of reusing the parameter ""ch"".";jedit-4.2/src/bsh/BSHLiteral.java;BSHLiteral.java;73;5;MAJOR;
738;Refactor this code to not nest more than 3 if/for/while/switch/try statements.;jedit-4.2/src/bsh/BSHLiteral.java;BSHLiteral.java;119;20;MINOR;
673;Make value a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHLiteral.java;BSHLiteral.java;39;10;MAJOR;
673;Make modifiers a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHMethodDeclaration.java;BSHMethodDeclaration.java;50;10;MAJOR;
727;Either log or rethrow this exception.;jedit-4.2/src/bsh/BSHMethodDeclaration.java;BSHMethodDeclaration.java;136;10;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHMethodDeclaration.java;BSHMethodDeclaration.java;N;2;MINOR;
673;Make name a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHMethodDeclaration.java;BSHMethodDeclaration.java;38;10;MAJOR;
819;Move this closing curly brace to the next line.;jedit-4.2/src/bsh/BSHMethodDeclaration.java;BSHMethodDeclaration.java;56;1;MAJOR;
727;Either log or rethrow this exception.;jedit-4.2/src/bsh/BSHMethodInvocation.java;BSHMethodInvocation.java;97;10;MAJOR;
819;Move this closing curly brace to the next line.;jedit-4.2/src/bsh/BSHMethodInvocation.java;BSHMethodInvocation.java;41;1;MAJOR;
727;Either log or rethrow this exception.;jedit-4.2/src/bsh/BSHMethodInvocation.java;BSHMethodInvocation.java;79;10;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHMethodInvocation.java;BSHMethodInvocation.java;N;2;MINOR;
835;"Move the ""super"" string literal on the left side of this string comparison.";jedit-4.2/src/bsh/BSHMethodInvocation.java;BSHMethodInvocation.java;64;10;MAJOR;
683;This block of commented-out lines of code should be removed.;jedit-4.2/src/bsh/BSHMethodInvocation.java;BSHMethodInvocation.java;75;60;MAJOR;
734;"The Cyclomatic Complexity of this method ""eval"" is 15 which is greater than 10 authorized.";jedit-4.2/src/bsh/BSHMethodInvocation.java;BSHMethodInvocation.java;55;10;MAJOR;
835;"Move the ""this"" string literal on the left side of this string comparison.";jedit-4.2/src/bsh/BSHMethodInvocation.java;BSHMethodInvocation.java;64;10;MAJOR;
727;Either log or rethrow this exception.;jedit-4.2/src/bsh/BSHMethodInvocation.java;BSHMethodInvocation.java;73;10;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHPackageDeclaration.java;BSHPackageDeclaration.java;N;2;MINOR;
727;Either log or rethrow this exception.;jedit-4.2/src/bsh/BSHPrimaryExpression.java;BSHPrimaryExpression.java;111;10;MAJOR;
823;Replace all tab characters in this file by sequences of white-spaces.;jedit-4.2/src/bsh/BSHPrimaryExpression.java;BSHPrimaryExpression.java;N;2;MINOR;
734;"The Cyclomatic Complexity of this method ""eval"" is 14 which is greater than 10 authorized.";jedit-4.2/src/bsh/BSHPrimaryExpression.java;BSHPrimaryExpression.java;72;10;MAJOR;
819;Move this closing curly brace to the next line.;jedit-4.2/src/bsh/BSHPrimaryExpression.java;BSHPrimaryExpression.java;39;1;MAJOR;
673;Make field a static final constant or non-public and provide accessors if needed.;jedit-4.2/src/bsh/BSHPrimarySuffix.java;BSHPrimarySuffix.java;51;10;MAJOR;
